1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-0.00024375,0.0305875,-0.0002,0,0,0,-0.005,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-0.00028125,0.02315,-0.0002,0,0,0,-0.005,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-0.0003125,0.03335,-0.0002,0,0,0,-0.005,0,0,0,0,0,0,0,0,0,0,0
0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-0.013125,0,0,0,-0.0022625,0.0337,-0.0002,0,0,0,-0.005,0,0,0,0,0,0,0,0
0,0,-0.011,0,0,0,-0.002025,0.0433,-0.0002,0,0,0,-0.005,0,0,0,0,0,0,0
0,0,0,-0.01375,0,0,0,-0.0011375,0.04305,-0.0002,0,0,0,-0.005,0,0,0,0,0,0
0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,-0.009625,0,0,0,-0.0016125,0.0412,-0.0002,0,0,0,-0.005,0,0,0
0,0,0,0,0,0,0,-0.0153125,0,0,0,-0.0013375,0.033525,-0.0002,0,0,0,-0.005,0,0
0,0,0,0,0,0,0,0,-0.015375,0,0,0,-0.0013125,0.02915,-0.0002,0,0,0,-0.005,0
0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,-0.0140625,0,0,0,-0.002175,0.0501,-0.0002,0,0
0,0,0,0,0,0,0,0,0,0,0,0,-0.01025,0,0,0,-0.0021625,0.0482,-0.0002,0
0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0085,0,0,0,-0.0012125,0.037975,-0.0002
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1
